,1,2,3,4,5
auc(roc),0.7254901960784313,0.565365025466893,0.5127334465195246,0.715,0.4742063492063492
auc(pr),0.655096974361613,0.5780380304118832,0.5339940387775775,0.6819891119749845,0.5185491618909523
f1,0.7419825924411472,0.6033333333333334,0.5374345774345775,0.6245989304812833,0.6132352941176471
mcc,0.43505469085347587,0.16863785909331744,0.013734760723838819,0.21821789023599236,0.0890870806374748
