,1,2,3,4,5
auc(roc),0.9166666666666667,0.9523809523809524,1.0,0.9365079365079365,0.9454545454545454
auc(pr),0.9216651404151404,0.9598985890652558,1.0,0.9474166265832933,0.9285930735930736
f1,0.5333333333333334,0.8132352941176471,0.8645833333333333,0.936740890688259,0.875
mcc,0.0,0.629940788348712,0.7125253031944253,0.8783100656536799,0.7090909090909091
