,1,2,3,4,5
auc(roc),0.9895833333333334,1.0,0.9047619047619047,1.0,0.9886363636363636
auc(pr),0.9862570028011204,0.9999999999999999,0.9183251933251934,1.0,0.9892676767676768
f1,0.9125541125541126,1.0,0.8293460925039873,0.9473684210526315,0.8916040100250626
mcc,0.8100925873009825,1.0,0.6761234037828132,0.9,0.7966275068156915
