,1,2,3,4,5
auc(roc),0.9410714285714286,0.9659735349716446,0.9707602339181287,0.9735349716446124,0.9714285714285714
auc(pr),0.9431941698181496,0.9689184545240532,0.9724778229475104,0.9754736828411088,0.9739633065059564
f1,0.8756613756613758,0.8695652173913043,0.9109268894964283,0.9130434782608695,0.8914591114504447
mcc,0.7491587023046328,0.7391304347826086,0.829220183096341,0.8260869565217391,0.7825292916895138
