,1,2,3,4,5
auc(roc),0.95,0.9910714285714286,1.0,0.925,0.9464285714285714
auc(pr),0.9542824148890325,0.9892331932773109,1.0,0.9406493696934873,0.9301528944911298
f1,0.7876938723620646,0.9572697522206638,0.742094861660079,0.9557737260402057,0.8743275421112974
mcc,0.580023075124402,0.90571104663684,0.5855400437691199,0.90571104663684,0.7541551564499178
