,1,2,3,4,5
auc(roc),0.9555555555555555,1.0,0.9814814814814814,1.0,0.9814814814814814
auc(pr),0.9615549728049728,1.0,0.9825396825396826,0.9999999999999999,0.9825396825396826
f1,0.8929425837320574,1.0,0.9320574162679426,1.0,0.9320574162679426
mcc,0.8050764858994133,1.0,0.8660254037844386,1.0,0.8660254037844386
