,1,2,3,4,5
auc(roc),0.975,0.8666666666666667,0.9888888888888889,0.9666666666666666,0.9777777777777779
auc(pr),0.959861111111111,0.8689742855184033,0.9898989898989898,0.9710101010101011,0.9803535353535353
f1,0.9095238095238096,0.8481548699334543,0.8947368421052632,0.7883040935672514,0.8947368421052632
mcc,0.7905694150420949,0.5709223948597402,0.7888888888888889,0.5955432118425306,0.7888888888888889
